"Date","P","E","T","Q"
2005-01-01,4.95,0.2054,2.16,0.0916516153
2005-01-02,0,0.0462,-4.26,0.1888904813
2005-01-03,8.89,0.1402,-6.925,0.3938899494
2005-01-04,0.05,0.2255,0.39,0.7205421448
2005-01-05,0,0.1615,-3.9,0.9391545228
2005-01-06,0,0.1641,-9.76,0.9338025964
2005-01-07,8.2,0.2261,-7.94,0.9018397316
2005-01-08,2.66,0.2313,-6.685,0.5386553366
2005-01-09,6.84,0.2227,-8.455,0.7288343451
2005-01-10,2.84,0.1883,-7.265,1.1553376408
2005-01-11,0,0.1307,-7.04,1.4003422212
2005-01-12,0,0.251,-9.27,1.1456683664
2005-01-13,10.14,0.2671,-5.65,1.0183686624
2005-01-14,12.25,0.2621,3.825,0.8936210418
2005-01-15,7.74,0.1848,-4.515,1.27025014
2005-01-16,0,0.2024,-11.58,2.0026630812
2005-01-17,2.38,0.2086,-12.72,2.4986022248
2005-01-18,0,0.1549,-17.14,2.0477413896
2005-01-19,0,0.1471,-21.96,1.1245862279
2005-01-20,4.27,0.1698,-18.485,0.4942605228
2005-01-21,0,0.1657,-18.74,0.3840587536
2005-01-22,0,0.1495,-23.405,0.3156182564
2005-01-23,4.77,0.1705,-21.185,0.4124441029
2005-01-24,0.67,0.1895,-18.65,0.4805792076
2005-01-25,0.59,0.2111,-16.435,0.385431161
2005-01-26,1.47,0.2305,-15.1,0.4754665239
2005-01-27,2.24,0.2061,-19.44,0.5068942427
2005-01-28,0,0.2054,-20.74,0.3351267709
2005-01-29,0,0.2143,-20.29,0.3149049772
2005-01-30,0,0.2727,-11.015,0.3061283183
2005-01-31,0,0.3107,-10.18,0.2169035705
2005-02-01,0,0.3251,-9.635,0.0911143002
2005-02-02,0,0.3388,-7.635,0.0594728553
2005-02-03,0,0.3559,-8.215,0.0513422942
2005-02-04,0,0.4013,-5.405,0.0492157617
2005-02-05,0,0.5129,-0.86,0.0486516194
2005-02-06,0,0.5441,0.8,0.0485002946
2005-02-07,0,0.5686,0.26,0.0484593597
2005-02-08,0,0.6213,2.51,0.0484482162
2005-02-09,2.06,0.6273,1.775,0.0643281672
2005-02-10,12,0.6069,1.705,0.2271795837
2005-02-11,33.82,0.4928,-5.985,0.9122088644
2005-02-12,11.27,0.41,-8.81,2.2058614572
2005-02-13,27.63,0.5018,-8.165,4.0136613298
2005-02-14,0,0.5074,-11.84,5.7623180195
2005-02-15,60.21,0.5392,-8.43,6.4936650888
2005-02-16,0,0.8577,2.775,6.3243842799
2005-02-17,23.86,0.6864,-2.67,6.7650680825
2005-02-18,0,0.6089,-10.41,6.9647206796
2005-02-19,0,0.5765,-13.415,6.7433693959
2005-02-20,1.43,0.5316,-14.275,3.5178416985
2005-02-21,1.71,0.5184,-15.145,2.436631622
2005-02-22,8.35,0.489,-11.705,0.8361752906
2005-02-23,6.24,0.5223,-7.65,0.7220907437
2005-02-24,0,0.679,-13.475,1.0108933029
2005-02-25,0.98,0.6639,-13.145,1.3175925001
2005-02-26,0,0.7185,-13.77,1.3577843277
2005-02-27,0,0.7572,-13.075,0.7971329123
2005-02-28,0,0.7184,-11.43,0.2910749702
2005-03-01,6.8,0.7436,-8.935,0.2187718253
2005-03-02,10.31,0.5578,-9.12,0.3942093078
2005-03-03,1.46,0.6714,-11.395,0.7976179147
2005-03-04,0,0.6032,-12.46,1.2711479942
2005-03-05,0,0.8851,-10.495,1.5553540715
2005-03-06,0,1.0856,-6.6,1.1469919738
2005-03-07,2.79,1.1249,-5.4,0.4209124975
2005-03-08,12.86,0.9909,-6.875,0.3468023869
2005-03-09,26.68,0.9652,-9.88,0.9266589206
2005-03-10,0,0.7506,-17.325,1.953695689
2005-03-11,0,1.0342,-14.315,3.0222179361
2005-03-12,7.85,0.9445,-12.135,3.6409947032
2005-03-13,14.93,0.9638,-5.965,2.9819678499
