"Date","P","E","Q"
2005-01-01,0,0.9428,0
2005-01-02,0,0.9377,0
2005-01-03,28.38,0.8657,11.72201506
2005-01-04,37.25,0.727,17.65720895
2005-01-05,52.07,0.6537,24.394031
2005-01-06,6.81,0.4365,9.728683299
2005-01-07,0,0.4832,5.330978701
2005-01-08,0,0.6059,3.530214609
2005-01-09,0,0.7575,2.485951669
2005-01-10,0,0.854,1.856984095
2005-01-11,0,0.9212,1.474171566
2005-01-12,0,0.9612,1.239753136
2005-01-13,44.78,0.739,11.84193246
2005-01-14,0,0.5918,4.648394567
2005-01-15,0,0.5885,3.086798534
2005-01-16,0,0.5436,2.234661247
2005-01-17,0,0.5343,1.727846258
2005-01-18,0,0.6298,1.420594508
2005-01-19,0,0.7941,1.232676783
2005-01-20,0,0.9408,1.116871164
2005-01-21,0,0.9727,1.044832303
2005-01-22,0,0.8623,0.999417278
2005-01-23,0,0.6258,0.970221301
2005-01-24,0,0.7767,0.950916343
2005-01-25,0,1.0463,0.937648286
2005-01-26,0,1.1025,0.928066896
2005-01-27,0,0.9019,0.920737224
2005-01-28,0,0.6924,0.914781893
2005-01-29,7,0.5504,1.999057903
2005-01-30,0,0.6685,1.508337634
2005-01-31,3,0.6448,1.746004626
2005-02-01,0,0.7124,1.387711252
2005-02-02,6.06,0.6356,2.193405593
2005-02-03,0,0.9668,1.606145577
2005-02-04,0,1.109,1.325609449
2005-02-05,0,1.2206,1.164550211
2005-02-06,6.5,1.0771,2.110668898
2005-02-07,4.57,1.0562,2.331818241
2005-02-08,0,1.0987,1.691737236
2005-02-09,5.19,0.9087,2.227318252
2005-02-10,0,1.1116,1.645581355
2005-02-11,0,1.315,1.356130737
2005-02-12,0,1.4144,1.188361374
2005-02-13,10,1.2747,2.735130518
2005-02-14,0,1.7343,1.869975823
2005-02-15,0,1.9302,1.487024174
2005-02-16,0,1.6916,1.269845571
2005-02-17,0,1.2488,1.139605922
2005-02-18,0,1.461,1.059600046
2005-02-19,3.3,1.2448,1.498519399
2005-02-20,0,1.8874,1.262736034
2005-02-21,4.53,1.7143,1.847286871
2005-02-22,0,1.7733,1.442407874
2005-02-23,15.47,1.2676,3.893557543
2005-02-24,4.02,1.1443,3.078527526
2005-02-25,0,1.7049,2.134026703
2005-02-26,0,1.9004,1.660891467
2005-02-27,0,1.8419,1.385191341
2005-02-28,0,1.5018,1.218764827
2005-03-01,0,1.4992,1.116660854
2005-03-02,0,1.7286,1.053168156
2005-03-03,0,1.9588,1.013044738
2005-03-04,0,2.2214,0.987127297
2005-03-05,0,2.2613,0.969869887
2005-03-06,0,2.3404,0.957902911
2005-03-07,0,2.3512,0.949173545
2005-03-08,0.4,1.8854,0.993852679
2005-03-09,0,1.6717,0.969257591
2005-03-10,0,2.0267,0.952773844
2005-03-11,0,2.1982,0.941249183
2005-03-12,0,2.7128,0.932756959
2005-03-13,0,2.8065,0.926118934
2005-03-14,0,2.0585,0.920613697
2005-03-15,0,1.8443,0.915798725
2005-03-16,0,1.8218,0.911401855
2005-03-17,0,2.2555,0.907255072
2005-03-18,0,2.5308,0.90325411
2005-03-19,0,2.5321,0.899333786
2005-03-20,0,2.7414,0.895452918
2005-03-21,16.87,2.191,3.680286994
2005-03-22,17.89,1.3409,5.463346744
2005-03-23,8.09,1.4944,4.575924022
2005-03-24,0,2.2697,2.919163474
2005-03-25,10,1.8736,3.821516741
2005-03-26,0,1.1752,2.501332372
2005-03-27,5.98,1.133,2.868013111
2005-03-28,0,2.7742,2.030339371
2005-03-29,0,3.4156,1.607188674
2005-03-30,0,2.9129,1.360512368
2005-03-31,0,3.3239,1.211556176
