Date,P,E,T,Q
1980-10-01,3.39,1.1291,22.265,0.3521
1980-10-02,0,2.9257,22.265,0.3428
1980-10-03,0,1.7065,21.5,0.3243
1980-10-04,0,1.6375,17.375,0.2872
1980-10-05,0,1.6547,18.295,0.2409
1980-10-06,0,1.5856,17.46,0.2038
1980-10-07,0,1.537,17.375,0.1668
1980-10-08,0,1.5531,17.64,0.139
1980-10-09,0,1.5688,18.665,0.1204
1980-10-10,0,1.5982,20.585,0.0927
1980-10-11,0,1.5933,22.035,0.0825
1980-10-12,0,1.467,18.99,0.0723
1980-10-13,0,1.3239,15.97,0.063
1980-10-14,0,1.3242,16.92,0.0593
1980-10-15,0,1.3641,19.985,0.0528
1980-10-16,0,1.3564,21.755,0.0491
1980-10-17,0,1.3046,22.995,0.0473
1980-10-18,0,1.2852,23.805,0.0454
1980-10-19,3.32,0.9995,24.76,0.0454
1980-10-20,3.09,2.1102,22.46,0.0454
1980-10-21,0,2.3346,20.285,0.0435
1980-10-22,2.31,1.0312,19.24,0.0435
1980-10-23,15.02,1.4085,19.19,0.0556
1980-10-24,0,1.4217,18.02,0.0658
1980-10-25,14.17,1.1538,14.425,0.0556
1980-10-26,0,2.0212,11.525,0.051
1980-10-27,0,1.3034,13.42,0.0454
1980-10-28,53.35,0.7438,18.37,0.139
1980-10-29,17.12,1.2436,18.7,0.3706
1980-10-30,17.65,1.2395,18.5,0.7505
1980-10-31,0.05,1.5085,15.565,1.1674
1980-11-01,0,1.497,12.72,1.2045
1980-11-02,0,1.3716,15.5,1.084
1980-11-03,0,1.356,18.305,0.8802
1980-11-04,0,1.3305,21.435,0.7041
1980-11-05,0,1.2308,15.92,0.5744
1980-11-06,0,1.0871,12.08,0.4633
1980-11-07,0,1.0706,12.445,0.3706
1980-11-08,0,1.1061,14.2,0.2965
1980-11-09,0,1.1753,16.775,0.2409
1980-11-10,0,1.1959,18.06,0.2038
1980-11-11,0,1.0448,17.23,0.1668
1980-11-12,0,1.0033,14.25,0.1482
1980-11-13,0,1.0042,13.86,0.1297
1980-11-14,0,1.0473,17.715,0.1112
1980-11-15,0,1.0546,20.01,0.0927
1980-11-16,0,0.987,20.245,0.0871
1980-11-17,0,0.8089,19.435,0.0788
1980-11-18,0,0.8718,15.475,0.0723
1980-11-19,0,0.7437,9.01,0.0676
1980-11-20,0,0.7494,8.62,0.0611
1980-11-21,0,0.7443,8.705,0.0574
1980-11-22,0,0.7546,9.97,0.0528
1980-11-23,0,0.8208,15.665,0.0528
1980-11-24,30.04,0.6615,17.58,0.3799
1980-11-25,0,1.3654,12.675,1.0562
1980-11-26,10.14,0.8655,13.03,1.1952
1980-11-27,16.15,1.0688,13.19,2.0846
1980-11-28,0,1.1732,8.3,2.5942
1980-11-29,0,0.9456,7.455,2.6405
1980-11-30,0,0.8726,8.855,2.3811
1980-12-01,0,0.835,10.32,2.029
1980-12-02,0,0.9109,14.255,1.7326
1980-12-03,0,0.8841,14.77,1.4731
1980-12-04,0,0.768,10.87,1.26
1980-12-05,0,0.8253,13.61,1.0562
1980-12-06,0,0.8557,15.275,0.8987
1980-12-07,0,0.8336,14.915,0.7597
1980-12-08,0,0.8295,14.88,0.6393
1980-12-09,0,0.8858,17.12,0.5466
1980-12-10,0,0.8787,18.22,0.4725
1980-12-11,0,0.7227,11.34,0.4077
1980-12-12,0,0.6509,8.64,0.3613
1980-12-13,0,0.6834,10.655,0.3057
1980-12-14,0,0.7006,11.25,0.2687
1980-12-15,0,0.6557,9.815,0.2316
1980-12-16,6.89,0.6029,10.325,0.2131
1980-12-17,0,1.0745,10.175,0.278
1980-12-18,0,0.8349,7.235,0.2965
1980-12-19,0,0.8243,10.71,0.278
1980-12-20,0,0.7446,11.25,0.2594
1980-12-21,0,0.5916,9.03,0.2316
1980-12-22,0,0.4613,5.25,0.2131
1980-12-23,6.65,0.4761,6.86,0.2594
1980-12-24,0,1.0749,9.04,0.2965
1980-12-25,4.03,0.8015,9.075,0.3428
1980-12-26,0,0.9036,4.44,0.3613
1980-12-27,0,0.7325,4.025,0.3428
1980-12-28,0,0.6964,4.65,0.315
1980-12-29,1.98,0.7438,9.705,0.2872
1980-12-30,0,1.0661,9.64,0.2594
1980-12-31,0.99,0.8738,9.67,0.2409
1981-01-01,0,0.9399,8.295,0.2224
1981-01-02,0,0.819,8.455,0.2038
1981-01-03,0,0.6837,6.09,0.1853
1981-01-04,0,0.7116,8.8,0.1668
1981-01-05,0,0.623,5.795,0.1575
1981-01-06,0,0.5765,4.29,0.139
1981-01-07,13.78,0.585,8.885,0.1668
1981-01-08,0,0.9854,4.025,0.2316
1981-01-09,0,0.8385,4.465,0.2594
1981-01-10,0,0.7539,5.43,0.278
1981-01-11,0,0.6609,3.415,0.2594
1981-01-12,0,0.5654,0.22,0.2316
1981-01-13,0,0.5244,-1.955,0.2131
1981-01-14,0,0.6203,3.68,0.1946
1981-01-15,0,0.7037,8.235,0.1946
1981-01-16,0,0.7195,8.345,0.1946
1981-01-17,0,0.6342,5.43,0.1853
1981-01-18,0,0.6168,3.505,0.1668
1981-01-19,0,0.6939,6.725,0.1575
1981-01-20,12,0.6428,9.71,0.1668
1981-01-21,4.08,0.957,8.66,0.2872
1981-01-22,0,1.0109,6.24,0.3243
1981-01-23,0,0.9406,5.71,0.3335
1981-01-24,0,0.9069,6.62,0.3057
1981-01-25,0,0.8709,7.605,0.278
1981-01-26,0,0.8887,9.695,0.2502
1981-01-27,0,0.9106,11.795,0.2224
1981-01-28,18.37,0.7729,14,0.2965
1981-01-29,0,1.4756,8.5,0.4818
1981-01-30,0,1.178,9.715,0.5281
1981-01-31,0,1.0146,10.21,0.5096
1981-02-01,0,0.8982,12.71,0.4633
1981-02-02,16.58,0.8504,12.15,0.5096
1981-02-03,0,1.3095,3.505,0.6856
1981-02-04,0,1.0173,2.63,0.7134
1981-02-05,0,0.9922,5.405,0.6856
1981-02-06,12.15,0.7357,7.175,0.6486
1981-02-07,9.55,1.2335,10.47,0.8431
1981-02-08,0.54,1.5377,12.675,0.9728
1981-02-09,0,1.4439,8.82,0.9821
1981-02-10,0,1.2853,12.16,0.9172
1981-02-11,122.92,1.0221,14.15,8.4034
1981-02-12,0,1.599,4.305,23.9037
1981-02-13,0,1.4495,4.075,28.4436
1981-02-14,0,1.3533,9.645,21.4948
1981-02-15,0,1.3086,14.23,13.0637
1981-02-16,0,1.2884,16,8.1439
1981-02-17,0,1.2438,18.255,5.8925
1981-02-18,7.17,1.0609,19.615,4.6603
1981-02-19,0,2.4337,17.185,3.8357
1981-02-20,0,1.8881,17.365,3.2057
1981-02-21,0,1.6945,14.615,2.6127
1981-02-22,0,1.74,16.74,2.1124
1981-02-23,0,1.6565,14.88,1.7048
1981-02-24,0,1.6024,12.285,1.362
1981-02-25,0,1.6294,12.575,1.0933
1981-02-26,0,1.7586,15.245,0.8802
1981-02-27,0,1.8139,16.325,0.7041
1981-02-28,0,1.817,16.25,0.5744
1981-03-01,0,1.804,17.78,0.4725
1981-03-02,0,1.6032,19.75,0.3984
1981-03-03,0,1.6891,13.705,0.3428
1981-03-04,0,1.6301,15.085,0.2965
1981-03-05,73.02,1.3158,18.58,2.5479
1981-03-06,0,2.8526,14.955,6.1612
1981-03-07,0,2.4915,14.035,7.5417
1981-03-08,0,1.7979,13.12,6.5226
1981-03-09,0,1.9758,13.59,5.068
1981-03-10,0,1.9186,12.51,3.9098
1981-03-11,0,1.8289,13.2,3.0852
1981-03-12,0,1.9123,11.91,2.446
1981-03-13,0,1.9557,13.59,1.9457
1981-03-14,0,2.0117,13.895,1.538
1981-03-15,0,1.9755,12.04,1.1952
1981-03-16,2.07,1.9479,16.99,0.9265
1981-03-17,0,2.6386,10.395,0.7134
1981-03-18,0,1.9964,13.995,0.5652
1981-03-19,0,1.8829,13.385,0.4447
1981-03-20,0,1.6419,9.07,0.3613
1981-03-21,0,1.7949,10.255,0.2965
1981-03-22,37.64,1.4252,14.96,0.4818
1981-03-23,6.32,2.3443,14.34,1.2971
1981-03-24,0,2.6014,9.595,1.4361
1981-03-25,0,2.1636,11.585,1.3805
1981-03-26,0,2.204,13.045,1.1859
1981-03-27,0,2.3089,14.95,0.9821
1981-03-28,0,2.3906,16.485,0.8061
1981-03-29,0,2.259,18.8,0.6578
1981-03-30,26.08,1.588,19.825,0.8431
1981-03-31,21.87,2.7859,19.37,1.8067
1981-04-01,5.54,2.3475,21.53,2.9463
1981-04-02,0.43,3.7503,18.995,5.6424
1981-04-03,0,2.9423,17.5,5.559
1981-04-04,0,2.6201,20.29,4.4194
1981-04-05,0.81,2.5213,20.365,3.4836
1981-04-06,0,2.8221,16.31,2.7888
1981-04-07,0,2.4962,14.065,2.2514
1981-04-08,0,2.4016,17.525,1.7974
1981-04-09,0,2.4977,18.845,1.399
1981-04-10,0,2.6249,20.145,1.1025
1981-04-11,0,2.6202,20.54,0.8524
1981-04-12,0,2.6704,20.005,0.6486
1981-04-13,0,2.7584,21.44,0.4818
1981-04-14,0,2.8897,22.305,0.3706
1981-04-15,0,2.866,23.285,0.278
1981-04-16,0,2.6599,22.215,0.2224
1981-04-17,0,2.564,19.965,0.2038
1981-04-18,0,2.7498,21.02,0.1853
1981-04-19,0,2.7379,22.6,0.176
1981-04-20,0,2.744,22.53,0.1668
1981-04-21,0,2.4851,24.26,0.1575
1981-04-22,0,2.5745,22.45,0.139
1981-04-23,0,2.3688,20.975,0.1204
1981-04-24,0.15,2.2871,22.835,0.1112
1981-04-25,0,2.6323,19.03,0.1019
1981-04-26,0,2.512,19.85,0.0852
1981-04-27,0,2.621,20.01,0.0741
1981-04-28,0,2.6713,20.815,0.063
1981-04-29,0,2.6438,21.585,0.0556
1981-04-30,4.21,2.1544,23.74,0.0556
1981-05-01,0,4.4192,25.66,0.0473
1981-05-02,0,2.6428,21.835,0.0417
1981-05-03,0,2.5417,18,0.0361
1981-05-04,0,2.4864,20,0.0324
1981-05-05,0,2.4258,21.265,0.0315
1981-05-06,24.71,1.6556,22.295,0.0473
1981-05-07,0.02,3.5085,21.36,0.0611
1981-05-08,0,2.2294,19.83,0.0491
1981-05-09,0,2.2999,19.75,0.0473
1981-05-10,0,2.5114,20.28,0.0398
1981-05-11,0,2.3607,20.45,0.0343
1981-05-12,0,2.5387,16.75,0.0435
1981-05-13,0,2.578,18.32,0.0435
1981-05-14,0,2.6414,20.22,0.038
1981-05-15,0,2.5279,22.625,0.0324
1981-05-16,0,2.5354,19.085,0.0296
1981-05-17,0,2.5689,20.99,0.0259
1981-05-18,0,2.675,21.675,0.0232
1981-05-19,0.69,2.4051,24.04,0.0232
1981-05-20,0,2.7077,22.73,0.0232
1981-05-21,0,2.4045,20.515,0.0213
1981-05-22,0,2.4121,19.145,0.0204
1981-05-23,0,2.4094,20.975,0.0185
1981-05-24,0,2.3362,22.44,0.0167
1981-05-25,0,2.3505,23.035,0.0167
1981-05-26,5.07,1.6287,23.535,0.0167
1981-05-27,8.82,3.5226,24.145,0.0185
1981-05-28,0,5.122,23.94,0.0167
1981-05-29,0,2.4084,24.625,0.0167
1981-05-30,0,2.3236,26.045,0.0158
1981-05-31,0,2.3174,25.66,0.0158
1981-06-01,0,2.3191,25.11,0.0139
1981-06-02,0,2.1698,26.39,0.0139
1981-06-03,0.01,2.2007,26.205,0.0139
1981-06-04,0,2.1966,26.905,0.013
1981-06-05,0,2.1098,27.25,0.013
1981-06-06,0,2.0635,28.39,0.013
1981-06-07,19.19,1.4677,28.32,0.0158
1981-06-08,27.02,3.2516,27.455,0.0658
1981-06-09,19.71,3.6654,28.17,0.0658
1981-06-10,12.77,3.3132,28.555,0.0361
1981-06-11,5.03,3.5924,28.23,0.038
1981-06-12,0,5.3237,27.745,0.038
1981-06-13,0,2.6733,27.885,0.0278
1981-06-14,0,2.9218,27.345,0.0232
1981-06-15,0,2.992,28.485,0.0232
1981-06-16,0,2.9746,29.415,0.0259
1981-06-17,0,2.8972,29.89,0.0593
1981-06-18,0,2.9302,29.495,0.0676
1981-06-19,13.31,2.2784,28.655,0.1482
1981-06-20,0,5.8508,28.54,0.1853
1981-06-21,0,2.8732,28.545,0.1112
1981-06-22,13.32,2.2793,27.21,0.0686
1981-06-23,4.1,5.4007,28.035,0.0537
1981-06-24,12.37,4.3829,27.035,0.1297
1981-06-25,0,5.5429,27.25,0.1019
1981-06-26,0,3.0124,27.5,0.0741
1981-06-27,13.14,2.1854,26.78,0.0649
1981-06-28,0,5.3052,27.75,0.0547
1981-06-29,0,2.9494,25.04,0.0463
1981-06-30,0,2.7711,24.48,0.0371
1981-07-01,0,2.8233,24.32,0.0324
1981-07-02,2.69,2.0523,25.015,0.0537
1981-07-03,9.38,2.7336,23.365,0.1112
1981-07-04,13.96,3.3344,23.745,0.139
1981-07-05,12.77,3.9002,25.805,0.139
1981-07-06,0,5.3399,26.75,0.0889
1981-07-07,0,3.0963,27.5,0.0676
1981-07-08,4.41,2.9194,28.745,0.0899
1981-07-09,26.69,4.4606,27.88,0.2872
1981-07-10,0,5.5009,28.175,0.2131
1981-07-11,0,3.1809,27.745,0.139
1981-07-12,0,3.0541,28.25,0.1019
1981-07-13,2.35,2.7474,29.275,0.1112
1981-07-14,0,4.0395,29.83,0.1946
1981-07-15,0,2.9521,30.515,0.1112
1981-07-16,0,2.8319,31.055,0.0797
1981-07-17,0,2.8248,31.22,0.0649
1981-07-18,21.61,2.5399,30.175,0.0649
1981-07-19,16.96,4.2238,28.485,0.1482
1981-07-20,11.15,3.4116,26.915,0.1946
1981-07-21,19.31,2.9316,25.975,0.1575
1981-07-22,0,4.5093,26.97,0.1668
1981-07-23,0,3.2979,27.885,0.3243
1981-07-24,0,3.1145,28.24,0.3613
1981-07-25,0,3.1229,27.985,0.5096
1981-07-26,0,3.0934,27.91,0.5003
1981-07-27,0,3.1117,28.28,0.3243
1981-07-28,0,3.1176,28.48,0.2224
1981-07-29,0,3.1032,28.39,0.1668
1981-07-30,16.85,2.2382,27.535,0.8802
1981-07-31,9.18,3.265,25.5,2.5016
1981-08-01,8.52,3.123,25.715,2.5757
1981-08-02,5.32,3.666,26.23,1.8715
1981-08-03,5.52,3.9966,25.925,1.3434
1981-08-04,0.05,5.1277,26.655,0.9914
1981-08-05,6.59,2.2354,26.35,0.7968
1981-08-06,0,5.2727,26.6,0.7134
1981-08-07,0,3.1005,27.865,0.6486
1981-08-08,7.66,2.0674,27.3,0.8524
1981-08-09,19.15,3.8462,27.59,1.1859
1981-08-10,10.23,4.1209,27.185,3.5485
1981-08-11,7.78,4.3343,27.5,2.9741
1981-08-12,5.79,4.2064,26.75,2.2607
1981-08-13,0,5.2701,26.94,1.992
1981-08-14,0,3.2931,26.915,2.0754
1981-08-15,0,3.0927,26.995,1.5565
1981-08-16,0,3.2005,27.225,1.1025
1981-08-17,0,3.1774,27.755,0.7875
1981-08-18,0,3.1043,28.495,0.5837
1981-08-19,0,2.7538,27,0.4633
1981-08-20,0,2.4118,26.095,0.3891
1981-08-21,16.15,1.4819,24.295,0.4447
1981-08-22,4.21,2.5357,24.04,0.4633
1981-08-23,11.26,2.9317,24.66,0.7134
1981-08-24,0,4.4802,23.895,1.2415
1981-08-25,0,3.0742,25.035,1.0747
1981-08-26,0,2.9211,25.41,0.7968
1981-08-27,0,2.4282,25.425,0.5744
1981-08-28,3.73,1.804,26.01,0.4818
1981-08-29,2.01,4.1971,26.45,0.5466
1981-08-30,7.5,2.8709,26.5,0.4818
1981-08-31,9.91,3.681,26,0.769
1981-09-01,0,4.6522,26.485,1.1952
1981-09-02,5.64,2.2092,26.5,0.945
1981-09-03,12.13,3.8385,26.78,1.1952
1981-09-04,17.44,3.6378,26.25,1.8252
1981-09-05,3.03,4.2581,26.26,2.3811
1981-09-06,1.84,3.543,25.08,2.7332
1981-09-07,0,3.4572,25.755,3.2705
1981-09-08,12.27,2.1741,26.5,3.215
1981-09-09,0.21,4.4029,26.445,2.9833
1981-09-10,0,3.0488,25.105,2.5016
1981-09-11,0,2.7305,25.72,1.9549
1981-09-12,0,2.7323,25.705,1.4731
1981-09-13,0,2.718,26.145,1.1118
1981-09-14,0,2.671,25.35,0.8153
1981-09-15,0,2.6335,26,0.593
1981-09-16,13.83,1.8006,25.3,0.6115
1981-09-17,0,3.8272,24.28,0.7041
1981-09-18,0,2.4533,19.85,0.6115
1981-09-19,0,2.1581,16.435,0.5188
1981-09-20,0,2.1556,16.625,0.4262
1981-09-21,0,2.1868,18.59,0.3335
1981-09-22,0,2.2507,21.65,0.2687
1981-09-23,0,2.2893,24.38,0.2224
1981-09-24,0,2.2067,24.27,0.176
1981-09-25,0,2.17,23.395,0.1482
1981-09-26,0,2.0667,21.99,0.1204
1981-09-27,0,1.9794,23.19,0.1019
1981-09-28,0,2.0573,23.53,0.0852
1981-09-29,0,2.0486,24.05,0.0695
1981-09-30,0,1.9882,24.715,0.0611
1981-10-01,0,1.9344,24.175,0.0537
1981-10-02,0,1.938,24.62,0.0454
1981-10-03,0,1.7525,18.985,0.0398
1981-10-04,0,1.6885,19.88,0.0361
1981-10-05,0,1.694,22.435,0.0334
1981-10-06,0,1.6859,23.985,0.0287
1981-10-07,0,1.6528,24,0.0278
1981-10-08,0,1.4588,22.36,0.0259
1981-10-09,5.81,1.0053,20.47,0.0259
1981-10-10,0,2.9142,24.06,0.0259
1981-10-11,0,1.6359,24.68,0.0259
1981-10-12,0,1.3136,21.585,0.0241
1981-10-13,0,1.364,18.845,0.0232
1981-10-14,0,1.2809,18.155,0.0222
1981-10-15,0,1.3502,19.245,0.0213
1981-10-16,0,1.339,19.75,0.0204
1981-10-17,0,1.3585,20.505,0.0195
1981-10-18,0,1.3468,21.6,0.0195
1981-10-19,0.7,1.2042,16.745,0.0195
1981-10-20,0,1.4324,13.645,0.0204
1981-10-21,0,1.1878,17.35,0.0195
1981-10-22,0,1.1959,20.265,0.0195
1981-10-23,0,1.1645,20.98,0.0204
1981-10-24,0.28,0.9649,16.705,0.0269
1981-10-25,16.1,0.8299,15.645,0.0296
1981-10-26,21.63,1.4941,20.205,0.0361
1981-10-27,0.89,2.0562,18.015,0.0473
1981-10-28,0,1.7165,16.035,0.0408
1981-10-29,0,1.224,17.12,0.0352
1981-10-30,0,1.0896,18.67,0.0306
1981-10-31,0,0.8415,18.645,0.0287
1981-11-01,0,0.9673,17.575,0.0259
1981-11-02,0,0.9894,20.005,0.0259
1981-11-03,0,1.0496,21.13,0.025
1981-11-04,0,1.0282,20.7,0.025
1981-11-05,0,0.9742,20.83,0.0241
1981-11-06,0,1.0015,19.48,0.0222
1981-11-07,0,0.9259,14.98,0.0222
1981-11-08,0,0.8668,13.32,0.0213
1981-11-09,0,0.8894,14.88,0.0213
1981-11-10,25.51,0.69,17.81,0.0278
1981-11-11,15.45,1.2572,16.53,0.0473
1981-11-12,0,1.6873,13.585,0.0426
1981-11-13,0,1.1302,13.245,0.0398
1981-11-14,0,0.8698,9.405,0.0371
1981-11-15,0,0.8328,10.32,0.0334
1981-11-16,0,0.8882,13.955,0.0315
1981-11-17,5.48,0.7612,14.93,0.0334
1981-11-18,0,1.5111,12.21,0.0463
1981-11-19,0,1.1857,15.595,0.0528
1981-11-20,4,0.8601,17.065,0.0565
1981-11-21,0,1.2856,8.045,0.0556
1981-11-22,0,0.9096,6.49,0.0547
1981-11-23,0,0.8256,8.765,0.051
1981-11-24,4.28,0.7544,13.825,0.0491
1981-11-25,0,1.3552,11.615,0.0473
1981-11-26,0,1.0378,12.94,0.0454
1981-11-27,0,0.971,17.82,0.0454
1981-11-28,0,0.8993,21.07,0.0435
1981-11-29,0,0.795,16.215,0.0435
1981-11-30,0,0.7925,17.115,0.0417
1981-12-01,10.25,0.684,20.085,0.0426
1981-12-02,15.71,1.2357,16.66,0.0593
1981-12-03,0,1.1896,10.325,0.0852
1981-12-04,0,0.9498,11.185,0.0769
1981-12-05,0,0.7219,8,0.0704
1981-12-06,0,0.6325,6.545,0.0686
1981-12-07,0,0.6297,7.955,0.0649
1981-12-08,0,0.6753,11.68,0.0593
1981-12-09,0,0.6733,12.16,0.0537
1981-12-10,0,0.552,6.855,0.0491
1981-12-11,0,0.4972,4.235,0.0463
1981-12-12,14.4,0.4441,5.905,0.0463
1981-12-13,9.23,0.8667,9.065,0.0547
1981-12-14,12.83,0.9894,14.44,0.0788
1981-12-15,23.38,1.0309,13.255,0.2224
1981-12-16,0,0.9703,6.075,0.278
1981-12-17,0,0.8775,7.75,0.2687
1981-12-18,1,0.787,8.33,0.2872
1981-12-19,0,0.6786,0.155,0.2594
1981-12-20,0,0.5792,-1.125,0.2316
1981-12-21,0,0.6299,2.43,0.2131
1981-12-22,0,0.7818,10.865,0.1946
1981-12-23,0,0.8426,18.01,0.1853
1981-12-24,0,0.834,18.43,0.176
1981-12-25,3.53,0.6438,15.22,0.1668
1981-12-26,0,1.0847,13.56,0.1668
1981-12-27,1.17,1.0368,14.54,0.1575
1981-12-28,0.75,1.1643,15.24,0.1575
1981-12-29,8.45,0.9735,16.145,0.1575
1981-12-30,11.46,0.8961,11.235,0.2131
1981-12-31,28.1,0.9712,11.54,0.8431
1982-01-01,0,1.1845,15.48,2.1865
1982-01-02,0,0.9699,15.945,2.4738
1982-01-03,0,0.9589,18.23,2.483
1982-01-04,10.16,0.8396,16.665,2.3811
1982-01-05,0,1.136,8.69,2.3626
1982-01-06,0,1.019,10.465,2.0754
1982-01-07,11.38,0.9512,16.51,1.8345
1982-01-08,17.02,1.2427,15.545,2.029
1982-01-09,0,1.109,7.805,2.0198
1982-01-10,0,0.8534,5.655,1.8159
1982-01-11,0,0.6574,-2.02,1.5936
1982-01-12,0,0.5725,-3.185,1.3805
1982-01-13,18.31,0.6614,3.975,1.4361
1982-01-14,21.45,1.0567,8.495,2.1958
1982-01-15,0,0.9635,1.32,2.5571
1982-01-16,0,1.0984,8.125,2.5942
1982-01-17,1.6,0.9994,8.355,2.4552
1982-01-18,0,1.1289,6.705,2.2236
1982-01-19,0,1.2563,13.995,2.0012
1982-01-20,0,1.2508,18.755,1.8067
1982-01-21,0,1.2568,18.3,1.6028
1982-01-22,0,1.2349,18.86,1.4268
1982-01-23,3.49,0.9209,17.88,1.2786
1982-01-24,4.55,1.3255,11.795,1.223
1982-01-25,0,1.3792,7.68,1.1118
1982-01-26,0,1.1777,8.93,0.9821
1982-01-27,0,0.9289,4.6,0.8524
1982-01-28,0,1.0233,7.955,0.7412
1982-01-29,0,1.1296,11.815,0.6393
1982-01-30,0,1.1907,14.42,0.5559
1982-01-31,8.71,1.0219,16.425,0.5096
1982-02-01,0,1.665,11.79,0.6393
1982-02-02,0,1.2347,13.545,0.6671
1982-02-03,52.85,0.8459,16.965,1.7604
1982-02-04,0,1.5178,15.985,4.1415
1982-02-05,0,1.7376,16.7,4.6047
1982-02-06,0,1.5478,18.7,4.5399
1982-02-07,0,1.3292,11.67,3.9376
1982-02-08,0,1.3044,11.875,3.3261
1982-02-09,16.13,1.2464,16.09,2.8722
1982-02-10,16.3,1.6233,13.14,2.8536
1982-02-11,1.89,1.5669,11.13,2.7702
1982-02-12,13.24,1.2887,12.535,2.6869
1982-02-13,0,1.6092,11.39,3.5022
1982-02-14,0,1.5813,9.95,3.6226
1982-02-15,0,1.6126,13.58,3.4281
1982-02-16,17.64,1.1907,19.35,3.7431
1982-02-17,10.8,1.9475,19.685,5.1699
1982-02-18,0,2.5195,16.63,5.6517
1982-02-19,0,2.0044,17.31,5.1884
1982-02-20,0,1.7789,15.525,4.2712
1982-02-21,0,1.7836,15.81,3.5114
1982-02-22,0,1.7026,13.545,2.9185
1982-02-23,0,1.6382,11.255,2.4089
1982-02-24,0,1.8049,14.22,1.9642
1982-02-25,0,1.9274,17.495,1.6214
1982-02-26,0,1.7357,16.24,1.3434
1982-02-27,4.27,1.3199,12.535,1.1581
1982-02-28,0,2.5376,14.085,1.0562
1982-03-01,0,1.1356,8.84,0.945
1982-03-02,0,1.5895,8.85,0.8246
1982-03-03,0,1.7676,11.96,0.7134
1982-03-04,0,1.8833,15.08,0.6115
1982-03-05,37.8,1.396,18,0.7875
1982-03-06,19.81,1.9892,17.695,2.7424
1982-03-07,18.06,2.1455,13.01,3.7709
1982-03-08,0,2.2453,7.06,4.021
1982-03-09,0,2.3102,10.685,3.5114
1982-03-10,0,2.2081,14.735,2.9741
1982-03-11,0,2.2545,16.465,2.4923
1982-03-12,0,2.2839,17.165,2.0661
1982-03-13,0,2.3672,19.135,1.7233
1982-03-14,0,2.2758,20.72,1.4361
1982-03-15,0,2.2749,20.14,1.1952
1982-03-16,0,2.2412,20.155,1.0099
1982-03-17,0,1.9758,22.7,0.8431
1982-03-18,0,2.2376,23.75,0.7041
1982-03-19,0,2.225,22.93,0.5837
1982-03-20,0,2.1901,23.5,0.491
1982-03-21,0,2.0476,24.235,0.4077
1982-03-22,6.91,1.7635,21.715,0.3521
1982-03-23,1.73,3.6191,19.615,0.5559
1982-03-24,46.84,2.202,18.755,1.3342
1982-03-25,11.98,2.2514,18.88,4.2156
1982-03-26,10.36,2.7846,16.625,5.42
1982-03-27,0,2.8501,10.945,5.735
1982-03-28,2.73,1.4778,9.57,5.1884
1982-03-29,2.03,2.6227,11.07,4.3823
1982-03-30,0,2.9842,17.57,3.6597
1982-03-31,0,2.6322,19.515,3.0575
1982-04-01,0,2.8087,19.575,2.5386
1982-04-02,0,2.9195,20.175,2.0568
1982-04-03,0,2.7535,22,1.6584
1982-04-04,0,2.7803,17.745,1.3527
1982-04-05,0.69,2.6295,20.09,1.0933
1982-04-06,0,2.5801,18.915,1.362
1982-04-07,0,2.3154,11.79,1.1211
1982-04-08,49.78,1.797,14.4,2.6591
1982-04-09,21.11,2.5901,17.435,9.8209
1982-04-10,18.96,2.833,14.41,11.0254
1982-04-11,16.12,2.6888,13.255,11.6739
1982-04-12,0,4.1709,13.955,10.7474
1982-04-13,0,3.4214,16.09,8.1439
1982-04-14,0,3.2508,19.905,6.0315
1982-04-15,0,3.2654,20.805,4.5584
1982-04-16,0,3.2074,22,3.4651
1982-04-17,0,3.0769,23.105,2.7517
1982-04-18,0.59,2.9722,22.89,2.4645
1982-04-19,0,3.2435,18.915,2.2885
1982-04-20,1.85,2.5093,22.455,1.9364
1982-04-21,0,3.7287,22.495,1.5565
1982-04-22,0,3.2039,20.68,1.2415
1982-04-23,0.06,2.871,16.385,0.945
1982-04-24,0,2.4689,14.405,0.7227
1982-04-25,4.77,1.5868,18.925,0.6022
1982-04-26,30.55,3.2367,19.74,1.6492
1982-04-27,0,4.7618,19.81,1.9734
1982-04-28,0,3.544,18.125,1.8437
1982-04-29,0,3.0358,19.565,1.5195
1982-04-30,0,2.9233,19.345,1.1952
1982-05-01,0,2.8911,19.6,0.9358
1982-05-02,0,2.9052,20.59,0.7505
1982-05-03,0,3.2145,20.315,0.6022
1982-05-04,0,3.3256,21.48,0.4725
1982-05-05,0,3.2677,21.965,0.3706
1982-05-06,0,3.2408,20.43,0.2872
1982-05-07,0,3.0586,20,0.2224
1982-05-08,11.82,2.1358,21.375,0.2038
1982-05-09,0,5.1172,19.685,0.2038
1982-05-10,0,3.237,20.755,0.176
1982-05-11,0,3.2205,20.93,0.1482
1982-05-12,0,3.2905,22.335,0.1204
1982-05-13,0,3.2316,22.535,0.1019
1982-05-14,0,3.1582,20.87,0.088
1982-05-15,0,3.1369,22.165,0.076
1982-05-16,0,3.0957,23.06,0.0667
1982-05-17,0,3.1501,23.585,0.0611
1982-05-18,0,2.9868,23.905,0.088
1982-05-19,3.14,2.2909,23.32,0.1575
1982-05-20,3.62,3.6176,23,0.1575
1982-05-21,0,4.4579,23.5,0.1575
1982-05-22,0,2.7588,24.5,0.1482
1982-05-23,0,2.7324,25.55,0.1575
