Date,P,E,T,Q
1980-10-01,3.39,2.1864,22.265,0.3521
1980-10-02,0,2.9404,22.265,0.3428
1980-10-03,0,3.2649,21.5,0.3243
1980-10-04,0,3.2069,17.375,0.2872
1980-10-05,0,3.2632,18.295,0.2409
1980-10-06,0,3.1492,17.46,0.2038
1980-10-07,0,3.0736,17.375,0.1668
1980-10-08,0,3.1268,17.64,0.139
1980-10-09,0,3.1799,18.665,0.1204
1980-10-10,0,3.2621,20.585,0.0927
1980-10-11,0,3.2752,22.035,0.0825
1980-10-12,0,3.037,18.99,0.0723
1980-10-13,0,2.759,15.97,0.063
1980-10-14,0,2.7767,16.92,0.0593
1980-10-15,0,2.8779,19.985,0.0528
1980-10-16,0,2.8798,21.755,0.0491
1980-10-17,0,2.7876,22.995,0.0473
1980-10-18,0,2.7629,23.805,0.0454
1980-10-19,3.32,2.1619,24.76,0.0454
1980-10-20,3.09,2.1208,22.46,0.0454
1980-10-21,0,2.3463,20.285,0.0435
1980-10-22,2.31,2.0706,19.24,0.0435
1980-10-23,15.02,1.4713,19.19,0.0556
1980-10-24,0,1.4288,18.02,0.0658
1980-10-25,14.17,1.6413,14.425,0.0556
1980-10-26,0,2.0314,11.525,0.051
1980-10-27,0,2.1237,13.42,0.0454
1980-10-28,53.35,1.432,18.37,0.139
1980-10-29,17.12,1.2498,18.7,0.3706
1980-10-30,17.65,1.2457,18.5,0.7505
1980-10-31,0.05,1.5161,15.565,1.1674
1980-11-01,0,1.9125,12.72,1.2045
1980-11-02,0,2.0592,15.5,1.084
1980-11-03,0,2.1444,18.305,0.8802
1980-11-04,0,2.1378,21.435,0.7041
1980-11-05,0,1.9941,15.92,0.5744
1980-11-06,0,1.7731,12.08,0.4633
1980-11-07,0,1.7562,12.445,0.3706
1980-11-08,0,1.8247,14.2,0.2965
1980-11-09,0,1.9503,16.775,0.2409
1980-11-10,0,1.9971,18.06,0.2038
1980-11-11,0,1.756,17.23,0.1668
1980-11-12,0,1.696,14.25,0.1482
1980-11-13,0,1.7069,13.86,0.1297
1980-11-14,0,1.79,17.715,0.1112
1980-11-15,0,1.8128,20.01,0.0927
1980-11-16,0,1.7066,20.245,0.0871
1980-11-17,0,1.4063,19.435,0.0788
1980-11-18,0,1.5227,15.475,0.0723
1980-11-19,0,1.3054,9.01,0.0676
1980-11-20,0,1.3208,8.62,0.0611
1980-11-21,0,1.3175,8.705,0.0574
1980-11-22,0,1.3414,9.97,0.0528
1980-11-23,0,1.4655,15.665,0.0528
1980-11-24,30.04,1.1867,17.58,0.3799
1980-11-25,0,1.3723,12.675,1.0562
1980-11-26,10.14,1.1146,13.03,1.1952
1980-11-27,16.15,1.0741,13.19,2.0846
1980-11-28,0,1.1791,8.3,2.5942
1980-11-29,0,1.148,7.455,2.6405
1980-11-30,0,1.187,8.855,2.3811
1980-12-01,0,1.221,10.32,2.029
1980-12-02,0,1.3914,14.255,1.7326
1980-12-03,0,1.3899,14.77,1.4731
1980-12-04,0,1.2264,10.87,1.26
1980-12-05,0,1.3291,13.61,1.0562
1980-12-06,0,1.3875,15.275,0.8987
1980-12-07,0,1.3594,14.915,0.7597
1980-12-08,0,1.3595,14.88,0.6393
1980-12-09,0,1.4586,17.12,0.5466
1980-12-10,0,1.4539,18.22,0.4725
1980-12-11,0,1.2014,11.34,0.4077
1980-12-12,0,1.0864,8.64,0.3613
1980-12-13,0,1.1446,10.655,0.3057
1980-12-14,0,1.1777,11.25,0.2687
1980-12-15,0,1.1065,9.815,0.2316
1980-12-16,6.89,1.0209,10.325,0.2131
1980-12-17,0,1.0799,10.175,0.278
1980-12-18,0,1.0153,7.235,0.2965
1980-12-19,0,1.1306,10.71,0.278
1980-12-20,0,1.1178,11.25,0.2594
1980-12-21,0,0.9377,9.03,0.2316
1980-12-22,0,0.7518,5.25,0.2131
1980-12-23,6.65,0.7877,6.86,0.2594
1980-12-24,0,1.0803,9.04,0.2965
1980-12-25,4.03,0.9771,9.075,0.3428
1980-12-26,0,0.9082,4.44,0.3613
1980-12-27,0,0.8632,4.025,0.3428
1980-12-28,0,0.9171,4.65,0.315
1980-12-29,1.98,1.0682,9.705,0.2872
1980-12-30,0,1.0985,9.64,0.2594
1980-12-31,0.99,1.0885,9.67,0.2409
1981-01-01,0,1.0809,8.295,0.2224
1981-01-02,0,1.0964,8.455,0.2038
1981-01-03,0,1.0126,6.09,0.1853
1981-01-04,0,1.1173,8.8,0.1668
1981-01-05,0,1.0201,5.795,0.1575
1981-01-06,0,0.9665,4.29,0.139
1981-01-07,13.78,0.9954,8.885,0.1668
1981-01-08,0,0.9904,4.025,0.2316
1981-01-09,0,1.006,4.465,0.2594
1981-01-10,0,1.0278,5.43,0.278
1981-01-11,0,0.9843,3.415,0.2594
1981-01-12,0,0.8899,0.22,0.2316
1981-01-13,0,0.8529,-1.955,0.2131
1981-01-14,0,1.0312,3.68,0.1946
1981-01-15,0,1.1923,8.235,0.1946
1981-01-16,0,1.2373,8.345,0.1946
1981-01-17,0,1.1017,5.43,0.1853
1981-01-18,0,1.0782,3.505,0.1668
1981-01-19,0,1.2191,6.725,0.1575
1981-01-20,12,1.1349,9.71,0.1668
1981-01-21,4.08,0.9619,8.66,0.2872
1981-01-22,0,1.016,6.24,0.3243
1981-01-23,0,1.1386,5.71,0.3335
1981-01-24,0,1.2727,6.62,0.3057
1981-01-25,0,1.3565,7.605,0.278
1981-01-26,0,1.4729,9.695,0.2502
1981-01-27,0,1.5633,11.795,0.2224
1981-01-28,18.37,1.3523,14,0.2965
1981-01-29,0,1.483,8.5,0.4818
1981-01-30,0,1.5632,9.715,0.5281
1981-01-31,0,1.5618,10.21,0.5096
1981-02-01,0,1.478,12.71,0.4633
1981-02-02,16.58,1.4393,12.15,0.5096
1981-02-03,0,1.316,3.505,0.6856
1981-02-04,0,1.2941,2.63,0.7134
1981-02-05,0,1.4395,5.405,0.6856
1981-02-06,12.15,1.1594,7.175,0.6486
1981-02-07,9.55,1.2397,10.47,0.8431
1981-02-08,0.54,1.5454,12.675,0.9728
1981-02-09,0,1.7115,8.82,0.9821
1981-02-10,0,1.8682,12.16,0.9172
1981-02-11,122.92,1.6201,14.15,8.4034
1981-02-12,0,1.607,4.305,23.9037
1981-02-13,0,1.4947,4.075,28.4436
1981-02-14,0,1.681,9.645,21.4948
1981-02-15,0,1.7989,14.23,13.0637
1981-02-16,0,1.8485,16,8.1439
1981-02-17,0,1.8157,18.255,5.8925
1981-02-18,7.17,1.5624,19.615,4.6603
1981-02-19,0,2.4459,17.185,3.8357
1981-02-20,0,2.5024,17.365,3.2057
1981-02-21,0,2.5115,14.615,2.6127
1981-02-22,0,2.6017,16.74,2.1124
1981-02-23,0,2.4978,14.88,1.7048
1981-02-24,0,2.4358,12.285,1.362
1981-02-25,0,2.4965,12.575,1.0933
1981-02-26,0,2.7163,15.245,0.8802
1981-02-27,0,2.8266,16.325,0.7041
1981-02-28,0,2.8574,16.25,0.5744
1981-03-01,0,2.8633,17.78,0.4725
1981-03-02,0,2.5683,19.75,0.3984
1981-03-03,0,2.7285,13.705,0.3428
1981-03-04,0,2.6566,15.085,0.2965
1981-03-05,73.02,2.1628,18.58,2.5479
1981-03-06,0,2.8669,14.955,6.1612
1981-03-07,0,2.5548,14.035,7.5417
1981-03-08,0,2.6256,13.12,6.5226
1981-03-09,0,2.91,13.59,5.068
1981-03-10,0,2.8525,12.51,3.9098
1981-03-11,0,2.7444,13.2,3.0852
1981-03-12,0,2.8952,11.91,2.446
1981-03-13,0,2.9888,13.59,1.9457
1981-03-14,0,3.1042,13.895,1.538
1981-03-15,0,3.0792,12.04,1.1952
1981-03-16,2.07,3.0666,16.99,0.9265
1981-03-17,0,2.9906,10.395,0.7134
1981-03-18,0,3.1837,13.995,0.5652
1981-03-19,0,3.0338,13.385,0.4447
1981-03-20,0,2.6703,9.07,0.3613
1981-03-21,0,2.9388,10.255,0.2965
1981-03-22,37.64,2.3498,14.96,0.4818
1981-03-23,6.32,2.3561,14.34,1.2971
1981-03-24,0,2.6145,9.595,1.4361
1981-03-25,0,3.1512,11.585,1.3805
1981-03-26,0,3.3643,13.045,1.1859
1981-03-27,0,3.5627,14.95,0.9821
1981-03-28,0,3.7281,16.485,0.8061
1981-03-29,0,3.5599,18.8,0.6578
1981-03-30,26.08,2.5265,19.825,0.8431
1981-03-31,21.87,2.7999,19.37,1.8067
1981-04-01,5.54,2.3593,21.53,2.9463
1981-04-02,0.43,3.7692,18.995,5.6424
1981-04-03,0,4.0756,17.5,5.559
1981-04-04,0,3.8816,20.29,4.4194
1981-04-05,0.81,3.7826,20.365,3.4836
1981-04-06,0,3.8719,16.31,2.7888
1981-04-07,0,3.8287,14.065,2.2514
1981-04-08,0,3.7237,17.525,1.7974
1981-04-09,0,3.912,18.845,1.399
1981-04-10,0,4.1524,20.145,1.1025
1981-04-11,0,4.1862,20.54,0.8524
1981-04-12,0,4.3069,20.005,0.6486
1981-04-13,0,4.4901,21.44,0.4818
1981-04-14,0,4.7484,22.305,0.3706
1981-04-15,0,4.7565,23.285,0.278
1981-04-16,0,4.4588,22.215,0.2224
1981-04-17,0,4.3385,19.965,0.2038
1981-04-18,0,4.6957,21.02,0.1853
1981-04-19,0,4.7217,22.6,0.176
1981-04-20,0,4.7793,22.53,0.1668
1981-04-21,0,4.3717,24.26,0.1575
1981-04-22,0,4.571,22.45,0.139
1981-04-23,0,4.2463,20.975,0.1204
1981-04-24,0.15,4.1369,22.835,0.1112
1981-04-25,0,4.6808,19.03,0.1019
1981-04-26,0,4.6276,19.85,0.0852
1981-04-27,0,4.8754,20.01,0.0741
1981-04-28,0,5.02,20.815,0.063
1981-04-29,0,5.0206,21.585,0.0556
1981-04-30,4.21,4.1342,23.74,0.0556
1981-05-01,0,4.6558,25.66,0.0473
1981-05-02,0,5.1235,21.835,0.0417
1981-05-03,0,4.9815,18,0.0361
1981-05-04,0,4.924,20,0.0324
1981-05-05,0,4.8536,21.265,0.0315
1981-05-06,24.71,3.3465,22.295,0.0473
1981-05-07,0.02,3.5262,21.36,0.0611
1981-05-08,0,3.8265,19.83,0.0491
1981-05-09,0,4.3829,19.75,0.0473
1981-05-10,0,4.8379,20.28,0.0398
1981-05-11,0,4.5982,20.45,0.0343
1981-05-12,0,4.9949,16.75,0.0435
1981-05-13,0,5.1254,18.32,0.0435
1981-05-14,0,5.3078,20.22,0.038
1981-05-15,0,5.136,22.625,0.0324
1981-05-16,0,5.2066,19.085,0.0296
1981-05-17,0,5.3327,20.99,0.0259
1981-05-18,0,5.615,21.675,0.0232
1981-05-19,0.69,5.1075,24.04,0.0232
1981-05-20,0,5.028,22.73,0.0232
1981-05-21,0,5.2081,20.515,0.0213
1981-05-22,0,5.2816,19.145,0.0204
1981-05-23,0,5.3339,20.975,0.0185
1981-05-24,0,5.2295,22.44,0.0167
1981-05-25,0,5.3189,23.035,0.0167
1981-05-26,5.07,3.7265,23.535,0.0167
1981-05-27,8.82,3.5403,24.145,0.0185
1981-05-28,0,5.1477,23.94,0.0167
1981-05-29,0,5.3498,24.625,0.0167
1981-05-30,0,5.3112,26.045,0.0158
1981-05-31,0,5.3557,25.66,0.0158
1981-06-01,0,5.4196,25.11,0.0139
1981-06-02,0,5.1282,26.39,0.0139
1981-06-03,0.01,5.2569,26.205,0.0139
1981-06-04,0,5.2909,26.905,0.013
1981-06-05,0,5.1515,27.25,0.013
1981-06-06,0,5.0928,28.39,0.013
1981-06-07,19.19,3.6609,28.32,0.0158
1981-06-08,27.02,3.268,27.455,0.0658
1981-06-09,19.71,3.6838,28.17,0.0658
1981-06-10,12.77,3.3298,28.555,0.0361
1981-06-11,5.03,3.6105,28.23,0.038
1981-06-12,0,5.358,27.745,0.038
1981-06-13,0,5.2311,27.885,0.0278
1981-06-14,0,5.8013,27.345,0.0232
1981-06-15,0,6.0293,28.485,0.0232
1981-06-16,0,6.0815,29.415,0.0259
1981-06-17,0,6.0053,29.89,0.0593
1981-06-18,0,6.1522,29.495,0.0676
1981-06-19,13.31,4.8447,28.655,0.1482
1981-06-20,0,5.8802,28.54,0.1853
1981-06-21,0,5.9675,28.545,0.1112
1981-06-22,13.32,4.8199,27.21,0.0686
1981-06-23,4.1,5.4279,28.035,0.0537
1981-06-24,12.37,4.6355,27.035,0.1297
1981-06-25,0,5.5707,27.25,0.1019
1981-06-26,0,5.885,27.5,0.0741
1981-06-27,13.14,4.4901,26.78,0.0649
1981-06-28,0,5.3318,27.75,0.0547
1981-06-29,0,5.862,25.04,0.0463
1981-06-30,0,5.6606,24.48,0.0371
1981-07-01,0,5.8365,24.32,0.0324
1981-07-02,2.69,4.2941,25.015,0.0537
1981-07-03,9.38,2.8105,23.365,0.1112
1981-07-04,13.96,3.3512,23.745,0.139
1981-07-05,12.77,3.9198,25.805,0.139
1981-07-06,0,5.3667,26.75,0.0889
1981-07-07,0,5.9415,27.5,0.0676
1981-07-08,4.41,5.7529,28.745,0.0899
1981-07-09,26.69,4.5551,27.88,0.2872
1981-07-10,0,5.5285,28.175,0.2131
1981-07-11,0,5.7296,27.745,0.139
1981-07-12,0,5.7543,28.25,0.1019
1981-07-13,2.35,5.2479,29.275,0.1112
1981-07-14,0,5.6388,29.83,0.1946
1981-07-15,0,5.7501,30.515,0.1112
1981-07-16,0,5.5823,31.055,0.0797
1981-07-17,0,5.6331,31.22,0.0649
1981-07-18,21.61,5.1242,30.175,0.0649
1981-07-19,16.96,4.245,28.485,0.1482
1981-07-20,11.15,3.4288,26.915,0.1946
1981-07-21,19.31,2.9463,25.975,0.1575
1981-07-22,0,4.532,26.97,0.1668
1981-07-23,0,5.458,27.885,0.3243
1981-07-24,0,5.4107,28.24,0.3613
1981-07-25,0,5.5069,27.985,0.5096
1981-07-26,0,5.5334,27.91,0.5003
1981-07-27,0,5.6422,28.28,0.3243
1981-07-28,0,5.7272,28.48,0.2224
1981-07-29,0,5.7723,28.39,0.1668
1981-07-30,16.85,4.2134,27.535,0.8802
1981-07-31,9.18,3.2814,25.5,2.5016
1981-08-01,8.52,3.1386,25.715,2.5757
1981-08-02,5.32,3.6845,26.23,1.8715
1981-08-03,5.52,4.0167,25.925,1.3434
1981-08-04,0.05,5.1534,26.655,0.9914
1981-08-05,6.59,3.84,26.35,0.7968
1981-08-06,0,5.2992,26.6,0.7134
1981-08-07,0,5.3742,27.865,0.6486
1981-08-08,7.66,3.7172,27.3,0.8524
1981-08-09,19.15,3.8655,27.59,1.1859
1981-08-10,10.23,4.1416,27.185,3.5485
1981-08-11,7.78,4.3561,27.5,2.9741
1981-08-12,5.79,4.2275,26.75,2.2607
1981-08-13,0,5.2966,26.94,1.992
1981-08-14,0,5.4688,26.915,2.0754
1981-08-15,0,5.2709,26.995,1.5565
1981-08-16,0,5.5299,27.225,1.1025
1981-08-17,0,5.5645,27.755,0.7875
1981-08-18,0,5.5064,28.495,0.5837
1981-08-19,0,4.9437,27,0.4633
1981-08-20,0,4.3747,26.095,0.3891
1981-08-21,16.15,2.7128,24.295,0.4447
1981-08-22,4.21,2.5484,24.04,0.4633
1981-08-23,11.26,2.9464,24.66,0.7134
1981-08-24,0,4.5028,23.895,1.2415
1981-08-25,0,5.0956,25.035,1.0747
1981-08-26,0,5.098,25.41,0.7968
1981-08-27,0,4.2906,25.425,0.5744
1981-08-28,3.73,3.2203,26.01,0.4818
1981-08-29,2.01,4.6037,26.45,0.5466
1981-08-30,7.5,3.5808,26.5,0.4818
1981-08-31,9.91,3.6995,26,0.769
1981-09-01,0,4.6756,26.485,1.1952
1981-09-02,5.64,3.8479,26.5,0.945
1981-09-03,12.13,3.8578,26.78,1.1952
1981-09-04,17.44,3.6561,26.25,1.8252
1981-09-05,3.03,4.2795,26.26,2.3811
1981-09-06,1.84,3.7375,25.08,2.7332
1981-09-07,0,4.5514,25.755,3.2705
1981-09-08,12.27,3.6564,26.5,3.215
1981-09-09,0.21,4.425,26.445,2.9833
1981-09-10,0,4.7062,25.105,2.5016
1981-09-11,0,4.5972,25.72,1.9549
1981-09-12,0,4.6555,25.705,1.4731
1981-09-13,0,4.6844,26.145,1.1118
1981-09-14,0,4.6538,25.35,0.8153
1981-09-15,0,4.6357,26,0.593
1981-09-16,13.83,3.2006,25.3,0.6115
1981-09-17,0,3.8465,24.28,0.7041
1981-09-18,0,4.0431,19.85,0.6115
1981-09-19,0,3.7776,16.435,0.5188
1981-09-20,0,3.8067,16.625,0.4262
1981-09-21,0,3.8947,18.59,0.3335
1981-09-22,0,4.042,21.65,0.2687
1981-09-23,0,4.1466,24.38,0.2224
1981-09-24,0,4.0322,24.27,0.176
1981-09-25,0,3.9993,23.395,0.1482
1981-09-26,0,3.8414,21.99,0.1204
1981-09-27,0,3.7095,23.19,0.1019
1981-09-28,0,3.8862,23.53,0.0852
1981-09-29,0,3.902,24.05,0.0695
1981-09-30,0,3.8185,24.715,0.0611
1981-10-01,0,3.7457,24.175,0.0537
1981-10-02,0,3.7828,24.62,0.0454
1981-10-03,0,3.4485,18.985,0.0398
1981-10-04,0,3.3472,19.88,0.0361
1981-10-05,0,3.3826,22.435,0.0334
1981-10-06,0,3.3911,23.985,0.0287
1981-10-07,0,3.3491,24,0.0278
1981-10-08,0,2.9774,22.36,0.0259
1981-10-09,5.81,2.0652,20.47,0.0259
1981-10-10,0,2.9288,24.06,0.0259
1981-10-11,0,2.976,24.68,0.0259
1981-10-12,0,2.7027,21.585,0.0241
1981-10-13,0,2.8237,18.845,0.0232
1981-10-14,0,2.6682,18.155,0.0222
1981-10-15,0,2.8292,19.245,0.0213
1981-10-16,0,2.8234,19.75,0.0204
1981-10-17,0,2.8824,20.505,0.0195
1981-10-18,0,2.8758,21.6,0.0195
1981-10-19,0.7,2.5877,16.745,0.0195
1981-10-20,0,2.3456,13.645,0.0204
1981-10-21,0,2.522,17.35,0.0195
1981-10-22,0,2.6097,20.265,0.0195
1981-10-23,0,2.5561,20.98,0.0204
1981-10-24,0.28,2.1301,16.705,0.0269
1981-10-25,16.1,1.6231,15.645,0.0296
1981-10-26,21.63,1.5016,20.205,0.0361
1981-10-27,0.89,2.0666,18.015,0.0473
1981-10-28,0,2.1715,16.035,0.0408
1981-10-29,0,2.2369,17.12,0.0352
1981-10-30,0,2.1396,18.67,0.0306
1981-10-31,0,1.6759,18.645,0.0287
1981-11-01,0,1.9386,17.575,0.0259
1981-11-02,0,1.9961,20.005,0.0259
1981-11-03,0,2.1314,21.13,0.025
1981-11-04,0,2.1009,20.7,0.025
1981-11-05,0,2.0019,20.83,0.0241
1981-11-06,0,2.0688,19.48,0.0222
1981-11-07,0,1.9226,14.98,0.0222
1981-11-08,0,1.8084,13.32,0.0213
1981-11-09,0,1.8633,14.88,0.0213
1981-11-10,25.51,1.452,17.81,0.0278
1981-11-11,15.45,1.2635,16.53,0.0473
1981-11-12,0,1.6957,13.585,0.0426
1981-11-13,0,1.6458,13.245,0.0398
1981-11-14,0,1.4755,9.405,0.0371
1981-11-15,0,1.495,10.32,0.0334
1981-11-16,0,1.6391,13.955,0.0315
1981-11-17,5.48,1.4271,14.93,0.0334
1981-11-18,0,1.5186,12.21,0.0463
1981-11-19,0,1.6587,15.595,0.0528
1981-11-20,4,1.453,17.065,0.0565
1981-11-21,0,1.2921,8.045,0.0556
1981-11-22,0,1.2041,6.49,0.0547
1981-11-23,0,1.2781,8.765,0.051
1981-11-24,4.28,1.2913,13.825,0.0491
1981-11-25,0,1.362,11.615,0.0473
1981-11-26,0,1.4007,12.94,0.0454
1981-11-27,0,1.5664,17.82,0.0454
1981-11-28,0,1.611,21.07,0.0435
1981-11-29,0,1.4929,16.215,0.0435
1981-11-30,0,1.5173,17.115,0.0417
1981-12-01,10.25,1.3242,20.085,0.0426
1981-12-02,15.71,1.2419,16.66,0.0593
1981-12-03,0,1.1955,10.325,0.0852
1981-12-04,0,1.2148,11.185,0.0769
1981-12-05,0,1.0792,8,0.0704
1981-12-06,0,1.0274,6.545,0.0686
1981-12-07,0,1.075,7.955,0.0649
1981-12-08,0,1.1921,11.68,0.0593
1981-12-09,0,1.217,12.16,0.0537
1981-12-10,0,1.0126,6.855,0.0491
1981-12-11,0,0.9193,4.235,0.0463
1981-12-12,14.4,0.8257,5.905,0.0463
1981-12-13,9.23,0.8711,9.065,0.0547
1981-12-14,12.83,0.9944,14.44,0.0788
1981-12-15,23.38,1.0361,13.255,0.2224
1981-12-16,0,0.9752,6.075,0.278
1981-12-17,0,1.0357,7.75,0.2687
1981-12-18,1,1.0468,8.33,0.2872
1981-12-19,0,0.8027,0.155,0.2594
1981-12-20,0,0.7513,-1.125,0.2316
1981-12-21,0,0.8711,2.43,0.2131
1981-12-22,0,1.1437,10.865,0.1946
1981-12-23,0,1.2987,18.01,0.1853
1981-12-24,0,1.3324,18.43,0.176
1981-12-25,3.53,1.0498,15.22,0.1668
1981-12-26,0,1.0901,13.56,0.1668
1981-12-27,1.17,1.2564,14.54,0.1575
1981-12-28,0.75,1.2991,15.24,0.1575
1981-12-29,8.45,1.1304,16.145,0.1575
1981-12-30,11.46,0.9006,11.235,0.2131
1981-12-31,28.1,0.9761,11.54,0.8431
1982-01-01,0,1.1905,15.48,2.1865
1982-01-02,0,1.1684,15.945,2.4738
1982-01-03,0,1.285,18.23,2.483
1982-01-04,10.16,1.2089,16.665,2.3811
1982-01-05,0,1.1417,8.69,2.3626
1982-01-06,0,1.2145,10.465,2.0754
1982-01-07,11.38,1.2724,16.51,1.8345
1982-01-08,17.02,1.2489,15.545,2.029
1982-01-09,0,1.1146,7.805,2.0198
1982-01-10,0,1.0038,5.655,1.8159
1982-01-11,0,0.8457,-2.02,1.5936
1982-01-12,0,0.7742,-3.185,1.3805
1982-01-13,18.31,0.9238,3.975,1.4361
1982-01-14,21.45,1.062,8.495,2.1958
1982-01-15,0,0.9684,1.32,2.5571
1982-01-16,0,1.2506,8.125,2.5942
1982-01-17,1.6,1.2716,8.355,2.4552
1982-01-18,0,1.2131,6.705,2.2236
1982-01-19,0,1.5426,13.995,2.0012
1982-01-20,0,1.6989,18.755,1.8067
1982-01-21,0,1.7945,18.3,1.6028
1982-01-22,0,1.8021,18.86,1.4268
1982-01-23,3.49,1.3581,17.88,1.2786
1982-01-24,4.55,1.3321,11.795,1.223
1982-01-25,0,1.3861,7.68,1.1118
1982-01-26,0,1.4358,8.93,0.9821
1982-01-27,0,1.2596,4.6,0.8524
1982-01-28,0,1.4524,7.955,0.7412
1982-01-29,0,1.6516,11.815,0.6393
1982-01-30,0,1.7722,14.42,0.5559
1982-01-31,8.71,1.537,16.425,0.5096
1982-02-01,0,1.6734,11.79,0.6393
1982-02-02,0,1.5908,13.545,0.6671
1982-02-03,52.85,1.2009,16.965,1.7604
1982-02-04,0,1.5255,15.985,4.1415
1982-02-05,0,1.8014,16.7,4.6047
1982-02-06,0,1.9967,18.7,4.5399
1982-02-07,0,1.8667,11.67,3.9376
1982-02-08,0,1.873,11.875,3.3261
1982-02-09,16.13,1.8084,16.09,2.8722
1982-02-10,16.3,1.6315,13.14,2.8536
1982-02-11,1.89,1.5747,11.13,2.7702
1982-02-12,13.24,1.2952,12.535,2.6869
1982-02-13,0,1.6173,11.39,3.5022
1982-02-14,0,1.9439,9.95,3.6226
1982-02-15,0,2.2003,13.58,3.4281
1982-02-16,17.64,1.6818,19.35,3.7431
1982-02-17,10.8,1.9573,19.685,5.1699
1982-02-18,0,2.5321,16.63,5.6517
1982-02-19,0,2.5769,17.31,5.1884
1982-02-20,0,2.4976,15.525,4.2712
1982-02-21,0,2.5245,15.81,3.5114
1982-02-22,0,2.4297,13.545,2.9185
1982-02-23,0,2.3563,11.255,2.4089
1982-02-24,0,2.6158,14.22,1.9642
1982-02-25,0,2.8171,17.495,1.6214
1982-02-26,0,2.5602,16.24,1.3434
1982-02-27,4.27,1.9631,12.535,1.1581
1982-02-28,0,2.5503,14.085,1.0562
1982-03-01,0,1.6271,8.84,0.945
1982-03-02,0,2.3498,8.85,0.8246
1982-03-03,0,2.6701,11.96,0.7134
1982-03-04,0,2.8724,15.08,0.6115
1982-03-05,37.8,2.149,18,0.7875
1982-03-06,19.81,1.9992,17.695,2.7424
1982-03-07,18.06,2.1563,13.01,3.7709
1982-03-08,0,2.2566,7.06,4.021
1982-03-09,0,2.7809,10.685,3.5114
1982-03-10,0,3.1065,14.735,2.9741
1982-03-11,0,3.2039,16.465,2.4923
1982-03-12,0,3.2795,17.165,2.0661
1982-03-13,0,3.4354,19.135,1.7233
1982-03-14,0,3.3398,20.72,1.4361
1982-03-15,0,3.3748,20.14,1.1952
1982-03-16,0,3.3613,20.155,1.0099
1982-03-17,0,2.9958,22.7,0.8431
1982-03-18,0,3.4258,23.75,0.7041
1982-03-19,0,3.4445,22.93,0.5837
1982-03-20,0,3.4285,23.5,0.491
1982-03-21,0,3.2356,24.235,0.4077
1982-03-22,6.91,2.8089,21.715,0.3521
1982-03-23,1.73,3.6372,19.615,0.5559
1982-03-24,46.84,2.3402,18.755,1.3342
1982-03-25,11.98,2.2627,18.88,4.2156
1982-03-26,10.36,2.7986,16.625,5.42
1982-03-27,0,2.8644,10.945,5.735
1982-03-28,2.73,1.9508,9.57,5.1884
1982-03-29,2.03,2.6359,11.07,4.3823
1982-03-30,0,3.3995,17.57,3.6597
1982-03-31,0,3.7846,19.515,3.0575
1982-04-01,0,4.0882,19.575,2.5386
1982-04-02,0,4.3063,20.175,2.0568
1982-04-03,0,4.1185,22,1.6584
1982-04-04,0,4.2146,17.745,1.3527
1982-04-05,0.69,4.0409,20.09,1.0933
1982-04-06,0,3.635,18.915,1.362
1982-04-07,0,3.6296,11.79,1.1211
1982-04-08,49.78,2.8418,14.4,2.6591
1982-04-09,21.11,2.6031,17.435,9.8209
1982-04-10,18.96,2.8473,14.41,11.0254
1982-04-11,16.12,2.7023,13.255,11.6739
1982-04-12,0,4.1919,13.955,10.7474
1982-04-13,0,4.4343,16.09,8.1439
1982-04-14,0,4.4854,19.905,6.0315
1982-04-15,0,4.5716,20.805,4.5584
1982-04-16,0,4.5576,22,3.4651
1982-04-17,0,4.4373,23.105,2.7517
1982-04-18,0.59,4.3485,22.89,2.4645
1982-04-19,0,4.5297,18.915,2.2885
1982-04-20,1.85,3.7638,22.455,1.9364
1982-04-21,0,4.7114,22.495,1.5565
1982-04-22,0,4.8955,20.68,1.2415
1982-04-23,0.06,4.4383,16.385,0.945
1982-04-24,0,3.8225,14.405,0.7227
1982-04-25,4.77,2.4989,18.925,0.6022
1982-04-26,30.55,3.253,19.74,1.6492
1982-04-27,0,4.7857,19.81,1.9734
1982-04-28,0,4.8867,18.125,1.8437
1982-04-29,0,4.5709,19.565,1.5195
1982-04-30,0,4.4555,19.345,1.1952
1982-05-01,0,4.4565,19.6,0.9358
1982-05-02,0,4.5266,20.59,0.7505
1982-05-03,0,5.0603,20.315,0.6022
1982-05-04,0,5.292,21.48,0.4725
1982-05-05,0,5.2574,21.965,0.3706
1982-05-06,0,5.2715,20.43,0.2872
1982-05-07,0,5.0299,20,0.2224
1982-05-08,11.82,3.5495,21.375,0.2038
1982-05-09,0,5.1429,19.685,0.2038
1982-05-10,0,5.1663,20.755,0.176
1982-05-11,0,5.3472,20.93,0.1482
1982-05-12,0,5.5265,22.335,0.1204
1982-05-13,0,5.4902,22.535,0.1019
1982-05-14,0,5.4268,20.87,0.088
1982-05-15,0,5.4513,22.165,0.076
1982-05-16,0,5.4408,23.06,0.0667
1982-05-17,0,5.5993,23.585,0.0611
1982-05-18,0,5.3708,23.905,0.088
1982-05-19,3.14,4.1657,23.32,0.1575
1982-05-20,3.62,4.0449,23,0.1575
1982-05-21,0,5.1943,23.5,0.1575
1982-05-22,0,5.0934,24.5,0.1482
1982-05-23,0,5.0985,25.55,0.1575
