"Date","P","E","T","Q"
2005-01-01,4.95,0.2054,2.16,0.5200276463
2005-01-02,0,0.0462,-4.26,1.0118319945
2005-01-03,8.89,0.1402,-6.925,1.6496738566
2005-01-04,0.05,0.2255,0.39,1.3186618338
2005-01-05,0,0.1615,-3.9,0.633429151
2005-01-06,0,0.1641,-9.76,0.3957435937
2005-01-07,8.2,0.2261,-7.94,0.3060201082
2005-01-08,2.66,0.2313,-6.685,0.268504045
2005-01-09,6.84,0.2227,-8.455,0.2552339911
2005-01-10,2.84,0.1883,-7.265,0.2505401345
2005-01-11,0,0.1307,-7.04,0.248879829
2005-01-12,0,0.251,-9.27,0.2482925476
2005-01-13,10.14,0.2671,-5.65,0.2480848151
2005-01-14,12.25,0.2621,3.825,0.9946440886
2005-01-15,7.74,0.1848,-4.515,2.3456809177
2005-01-16,0,0.2024,-11.58,4.0976054141
2005-01-17,2.38,0.2086,-12.72,3.1809820615
2005-01-18,0,0.1549,-17.14,1.285408141
2005-01-19,0,0.1471,-21.96,0.6149299511
2005-01-20,4.27,0.1698,-18.485,0.3777711763
2005-01-21,0,0.1657,-18.74,0.2938838324
2005-01-22,0,0.1495,-23.405,0.2642113085
2005-01-23,4.77,0.1705,-21.185,0.253715581
2005-01-24,0.67,0.1895,-18.65,0.2500030443
2005-01-25,0.59,0.2111,-16.435,0.24868985
2005-01-26,1.47,0.2305,-15.1,0.2482253485
2005-01-27,2.24,0.2061,-19.44,0.2480610455
2005-01-28,0,0.2054,-20.74,0.2480029285
2005-01-29,0,0.2143,-20.29,0.2479823714
2005-01-30,0,0.2727,-11.015,0.2479751
2005-01-31,0,0.3107,-10.18,0.2479725279
2005-02-01,0,0.3251,-9.635,0.2479716181
2005-02-02,0,0.3388,-7.635,0.2479712963
2005-02-03,0,0.3559,-8.215,0.2479711825
2005-02-04,0,0.4013,-5.405,0.2479711422
2005-02-05,0,0.5129,-0.86,0.247971128
2005-02-06,0,0.5441,0.8,0.247971123
2005-02-07,0,0.5686,0.26,0.2479711212
2005-02-08,0,0.6213,2.51,0.2479711205
2005-02-09,2.06,0.6273,1.775,0.3605565445
2005-02-10,12,0.6069,1.705,1.2218048662
2005-02-11,33.82,0.4928,-5.985,2.682406854
2005-02-12,11.27,0.41,-8.81,4.0903944586
2005-02-13,27.63,0.5018,-8.165,2.9941180152
2005-02-14,0,0.5074,-11.84,1.2193150652
2005-02-15,60.21,0.5392,-8.43,0.5915520203
2005-02-16,0,0.8577,2.775,0.369502005
2005-02-17,23.86,0.6864,-2.67,0.2909588674
2005-02-18,0,0.6089,-10.41,0.2631766968
2005-02-19,0,0.5765,-13.415,0.2533496193
2005-02-20,1.43,0.5316,-14.275,0.2498735967
2005-02-21,1.71,0.5184,-15.145,0.248644062
2005-02-22,8.35,0.489,-11.705,0.2482091524
